"codigodpto","dpto","codigompio","mpio","dimension","value","year","fuente","unidad"
"54","Norte de Santander","54051","Arboledas","Medición de desempeño municipal",56.3,"2020","DNP - SPT","Puntos"
"54","Norte de Santander","54099","Bochalema","Medición de desempeño municipal",53.1,"2020","DNP - SPT","Puntos"
"54","Norte de Santander","54109","Bucarasica","Medición de desempeño municipal",50.4,"2020","DNP - SPT","Puntos"
"54","Norte de Santander","54125","Cácota","Medición de desempeño municipal",54.13,"2020","DNP - SPT","Puntos"
"54","Norte de Santander","54128","Cachirá","Medición de desempeño municipal",49.06,"2020","DNP - SPT","Puntos"
"54","Norte de Santander","54172","Chinácota","Medición de desempeño municipal",56.47,"2020","DNP - SPT","Puntos"
"54","Norte de Santander","54174","Chitagá","Medición de desempeño municipal",42.48,"2020","DNP - SPT","Puntos"
"54","Norte de Santander","54206","Convención","Medición de desempeño municipal",53.1,"2020","DNP - SPT","Puntos"
"54","Norte de Santander","54223","Cucutilla","Medición de desempeño municipal",46.88,"2020","DNP - SPT","Puntos"
"54","Norte de Santander","54239","Durania","Medición de desempeño municipal",59.11,"2020","DNP - SPT","Puntos"
"54","Norte de Santander","54245","El Carmen","Medición de desempeño municipal",44.17,"2020","DNP - SPT","Puntos"
"70","Sucre","70001","Sincelejo","Medición de desempeño municipal",56.31,"2020","DNP - SPT","Puntos"
"70","Sucre","70110","Buenavista","Medición de desempeño municipal",57.41,"2020","DNP - SPT","Puntos"
"70","Sucre","70124","Caimito","Medición de desempeño municipal",41.31,"2020","DNP - SPT","Puntos"
"70","Sucre","70204","Colosó","Medición de desempeño municipal",44.75,"2020","DNP - SPT","Puntos"
"70","Sucre","70215","Corozal","Medición de desempeño municipal",53.06,"2020","DNP - SPT","Puntos"
"70","Sucre","70221","Coveñas","Medición de desempeño municipal",59.03,"2020","DNP - SPT","Puntos"
"70","Sucre","70230","Chalán","Medición de desempeño municipal",34.56,"2020","DNP - SPT","Puntos"
"70","Sucre","70233","El Roble","Medición de desempeño municipal",40.75,"2020","DNP - SPT","Puntos"
"70","Sucre","70235","Galeras","Medición de desempeño municipal",26.29,"2020","DNP - SPT","Puntos"
"70","Sucre","70265","Guaranda","Medición de desempeño municipal",51.83,"2020","DNP - SPT","Puntos"
"70","Sucre","70400","La Unión","Medición de desempeño municipal",39.76,"2020","DNP - SPT","Puntos"
"70","Sucre","70418","Los Palmitos","Medición de desempeño municipal",20.82,"2020","DNP - SPT","Puntos"
"70","Sucre","70429","Majagual","Medición de desempeño municipal",25.54,"2020","DNP - SPT","Puntos"
"70","Sucre","70473","Morroa","Medición de desempeño municipal",30.34,"2020","DNP - SPT","Puntos"
"70","Sucre","70508","Ovejas","Medición de desempeño municipal",39.88,"2020","DNP - SPT","Puntos"
"70","Sucre","70523","Palmito","Medición de desempeño municipal",45.71,"2020","DNP - SPT","Puntos"
"70","Sucre","70670","Sampués","Medición de desempeño municipal",42.26,"2020","DNP - SPT","Puntos"
"70","Sucre","70678","San Benito Abad","Medición de desempeño municipal",39.11,"2020","DNP - SPT","Puntos"
"70","Sucre","70702","San Juan de Betulia","Medición de desempeño municipal",29.03,"2020","DNP - SPT","Puntos"
"70","Sucre","70708","San Marcos","Medición de desempeño municipal",48.57,"2020","DNP - SPT","Puntos"
"70","Sucre","70713","San Onofre","Medición de desempeño municipal",45.89,"2020","DNP - SPT","Puntos"
"70","Sucre","70717","San Pedro","Medición de desempeño municipal",41.46,"2020","DNP - SPT","Puntos"
"70","Sucre","70742","San Luis de Sincé","Medición de desempeño municipal",50.89,"2020","DNP - SPT","Puntos"
"70","Sucre","70771","Sucre","Medición de desempeño municipal",24.84,"2020","DNP - SPT","Puntos"
"70","Sucre","70820","Santiago de Tolú","Medición de desempeño municipal",45.07,"2020","DNP - SPT","Puntos"
"70","Sucre","70823","Tolú Viejo","Medición de desempeño municipal",46.13,"2020","DNP - SPT","Puntos"
"73","Tolima","73001","Ibagué","Medición de desempeño municipal",70.47,"2020","DNP - SPT","Puntos"
"73","Tolima","73024","Alpujarra","Medición de desempeño municipal",41.7,"2020","DNP - SPT","Puntos"
"73","Tolima","73026","Alvarado","Medición de desempeño municipal",58.9,"2020","DNP - SPT","Puntos"
"73","Tolima","73030","Ambalema","Medición de desempeño municipal",57.07,"2020","DNP - SPT","Puntos"
"73","Tolima","73043","Anzoátegui","Medición de desempeño municipal",33.66,"2020","DNP - SPT","Puntos"
"73","Tolima","73055","Armero","Medición de desempeño municipal",67.14,"2020","DNP - SPT","Puntos"
"73","Tolima","73067","Ataco","Medición de desempeño municipal",40.11,"2020","DNP - SPT","Puntos"
"73","Tolima","73124","Cajamarca","Medición de desempeño municipal",43.85,"2020","DNP - SPT","Puntos"
"73","Tolima","73148","Carmen de Apicalá","Medición de desempeño municipal",74.07,"2020","DNP - SPT","Puntos"
"73","Tolima","73152","Casabianca","Medición de desempeño municipal",50.19,"2020","DNP - SPT","Puntos"
"73","Tolima","73168","Chaparral","Medición de desempeño municipal",44.98,"2020","DNP - SPT","Puntos"
"73","Tolima","73200","Coello","Medición de desempeño municipal",58.77,"2020","DNP - SPT","Puntos"
"73","Tolima","73217","Coyaima","Medición de desempeño municipal",40.63,"2020","DNP - SPT","Puntos"
"73","Tolima","73226","Cunday","Medición de desempeño municipal",41.66,"2020","DNP - SPT","Puntos"
"73","Tolima","73236","Dolores","Medición de desempeño municipal",44.53,"2020","DNP - SPT","Puntos"
"73","Tolima","73268","Espinal","Medición de desempeño municipal",58.36,"2020","DNP - SPT","Puntos"
"73","Tolima","73270","Falan","Medición de desempeño municipal",52.06,"2020","DNP - SPT","Puntos"
"73","Tolima","73275","Flandes","Medición de desempeño municipal",54.29,"2020","DNP - SPT","Puntos"
"73","Tolima","73283","Fresno","Medición de desempeño municipal",49.85,"2020","DNP - SPT","Puntos"
"73","Tolima","73319","Guamo","Medición de desempeño municipal",64.29,"2020","DNP - SPT","Puntos"
"73","Tolima","73347","Herveo","Medición de desempeño municipal",49.81,"2020","DNP - SPT","Puntos"
"73","Tolima","73349","Honda","Medición de desempeño municipal",58.03,"2020","DNP - SPT","Puntos"
"73","Tolima","73352","Icononzo","Medición de desempeño municipal",42.35,"2020","DNP - SPT","Puntos"
"73","Tolima","73408","Lérida","Medición de desempeño municipal",57.47,"2020","DNP - SPT","Puntos"
"73","Tolima","73411","Líbano","Medición de desempeño municipal",52.33,"2020","DNP - SPT","Puntos"
"73","Tolima","73443","San Sebastián de Mariquita","Medición de desempeño municipal",53.88,"2020","DNP - SPT","Puntos"
"73","Tolima","73449","Melgar","Medición de desempeño municipal",71.01,"2020","DNP - SPT","Puntos"
"73","Tolima","73461","Murillo","Medición de desempeño municipal",37.89,"2020","DNP - SPT","Puntos"
"73","Tolima","73483","Natagaima","Medición de desempeño municipal",47.55,"2020","DNP - SPT","Puntos"
"73","Tolima","73504","Ortega","Medición de desempeño municipal",38.05,"2020","DNP - SPT","Puntos"
"73","Tolima","73520","Palocabildo","Medición de desempeño municipal",47.97,"2020","DNP - SPT","Puntos"
"73","Tolima","73547","Piedras","Medición de desempeño municipal",59.91,"2020","DNP - SPT","Puntos"
"73","Tolima","73555","Planadas","Medición de desempeño municipal",57.74,"2020","DNP - SPT","Puntos"
"73","Tolima","73563","Prado","Medición de desempeño municipal",39.54,"2020","DNP - SPT","Puntos"
"73","Tolima","73585","Purificación","Medición de desempeño municipal",50.86,"2020","DNP - SPT","Puntos"
"73","Tolima","73616","Rioblanco","Medición de desempeño municipal",45.3,"2020","DNP - SPT","Puntos"
"73","Tolima","73622","Roncesvalles","Medición de desempeño municipal",46.97,"2020","DNP - SPT","Puntos"
"73","Tolima","73624","Rovira","Medición de desempeño municipal",51.23,"2020","DNP - SPT","Puntos"
"73","Tolima","73671","Saldaña","Medición de desempeño municipal",64.12,"2020","DNP - SPT","Puntos"
"73","Tolima","73675","San Antonio","Medición de desempeño municipal",42.63,"2020","DNP - SPT","Puntos"
"73","Tolima","73678","San Luis","Medición de desempeño municipal",53.28,"2020","DNP - SPT","Puntos"
"73","Tolima","73686","Santa Isabel","Medición de desempeño municipal",51.79,"2020","DNP - SPT","Puntos"
"73","Tolima","73770","Suárez","Medición de desempeño municipal",59.34,"2020","DNP - SPT","Puntos"
"73","Tolima","73854","Valle de San Juan","Medición de desempeño municipal",43.02,"2020","DNP - SPT","Puntos"
"73","Tolima","73861","Venadillo","Medición de desempeño municipal",30.3,"2020","DNP - SPT","Puntos"
"73","Tolima","73870","Villahermosa","Medición de desempeño municipal",49.95,"2020","DNP - SPT","Puntos"
"73","Tolima","73873","Villarrica","Medición de desempeño municipal",35.79,"2020","DNP - SPT","Puntos"
"68","Santander","68322","Guapotá","Medición de desempeño municipal",50.37,"2020","DNP - SPT","Puntos"
"68","Santander","68324","Guavatá","Medición de desempeño municipal",34.14,"2020","DNP - SPT","Puntos"
"68","Santander","68327","Güepsa","Medición de desempeño municipal",37.62,"2020","DNP - SPT","Puntos"
"68","Santander","68344","Hato","Medición de desempeño municipal",29.15,"2020","DNP - SPT","Puntos"
"68","Santander","68368","Jesús María","Medición de desempeño municipal",55.7,"2020","DNP - SPT","Puntos"
"68","Santander","68370","Jordán","Medición de desempeño municipal",46.81,"2020","DNP - SPT","Puntos"
"68","Santander","68377","La Belleza","Medición de desempeño municipal",50.55,"2020","DNP - SPT","Puntos"
"68","Santander","68385","Landázuri","Medición de desempeño municipal",40.96,"2020","DNP - SPT","Puntos"
"68","Santander","68397","La Paz","Medición de desempeño municipal",44.33,"2020","DNP - SPT","Puntos"
"68","Santander","68406","Lebrija","Medición de desempeño municipal",56.42,"2020","DNP - SPT","Puntos"
"68","Santander","68418","Los Santos","Medición de desempeño municipal",55.68,"2020","DNP - SPT","Puntos"
"68","Santander","68425","Macaravita","Medición de desempeño municipal",51.34,"2020","DNP - SPT","Puntos"
"68","Santander","68432","Málaga","Medición de desempeño municipal",48.79,"2020","DNP - SPT","Puntos"
"68","Santander","68444","Matanza","Medición de desempeño municipal",35.39,"2020","DNP - SPT","Puntos"
"68","Santander","68464","Mogotes","Medición de desempeño municipal",44.18,"2020","DNP - SPT","Puntos"
"68","Santander","68468","Molagavita","Medición de desempeño municipal",43.24,"2020","DNP - SPT","Puntos"
"68","Santander","68498","Ocamonte","Medición de desempeño municipal",56.97,"2020","DNP - SPT","Puntos"
"68","Santander","68500","Oiba","Medición de desempeño municipal",30.06,"2020","DNP - SPT","Puntos"
"68","Santander","68502","Onzaga","Medición de desempeño municipal",50.46,"2020","DNP - SPT","Puntos"
"68","Santander","68522","Palmar","Medición de desempeño municipal",50.88,"2020","DNP - SPT","Puntos"
"68","Santander","68524","Palmas del Socorro","Medición de desempeño municipal",56.07,"2020","DNP - SPT","Puntos"
"68","Santander","68533","Páramo","Medición de desempeño municipal",37.84,"2020","DNP - SPT","Puntos"
"68","Santander","68547","Piedecuesta","Medición de desempeño municipal",43.13,"2020","DNP - SPT","Puntos"
"68","Santander","68549","Pinchote","Medición de desempeño municipal",57.45,"2020","DNP - SPT","Puntos"
"68","Santander","68572","Puente Nacional","Medición de desempeño municipal",67.23,"2020","DNP - SPT","Puntos"
"68","Santander","68573","Puerto Parra","Medición de desempeño municipal",49.2,"2020","DNP - SPT","Puntos"
"68","Santander","68575","Puerto Wilches","Medición de desempeño municipal",52.38,"2020","DNP - SPT","Puntos"
"68","Santander","68615","Rionegro","Medición de desempeño municipal",52.4,"2020","DNP - SPT","Puntos"
"68","Santander","68655","Sabana de Torres","Medición de desempeño municipal",37.99,"2020","DNP - SPT","Puntos"
"68","Santander","68669","San Andrés","Medición de desempeño municipal",64.18,"2020","DNP - SPT","Puntos"
"68","Santander","68673","San Benito","Medición de desempeño municipal",46.62,"2020","DNP - SPT","Puntos"
"68","Santander","68679","San Gil","Medición de desempeño municipal",63.42,"2020","DNP - SPT","Puntos"
"68","Santander","68682","San Joaquín","Medición de desempeño municipal",47.27,"2020","DNP - SPT","Puntos"
"68","Santander","68684","San José de Miranda","Medición de desempeño municipal",56.07,"2020","DNP - SPT","Puntos"
"68","Santander","68686","San Miguel","Medición de desempeño municipal",45.21,"2020","DNP - SPT","Puntos"
"68","Santander","68689","San Vicente de Chucurí","Medición de desempeño municipal",38.56,"2020","DNP - SPT","Puntos"
"68","Santander","68705","Santa Bárbara","Medición de desempeño municipal",42.13,"2020","DNP - SPT","Puntos"
"68","Santander","68720","Santa Helena del Opón","Medición de desempeño municipal",45.66,"2020","DNP - SPT","Puntos"
"68","Santander","68745","Simacota","Medición de desempeño municipal",54.48,"2020","DNP - SPT","Puntos"
"68","Santander","68755","Socorro","Medición de desempeño municipal",66.1,"2020","DNP - SPT","Puntos"
"68","Santander","68770","Suaita","Medición de desempeño municipal",62.7,"2020","DNP - SPT","Puntos"
"68","Santander","68773","Sucre","Medición de desempeño municipal",48.25,"2020","DNP - SPT","Puntos"
"68","Santander","68780","Suratá","Medición de desempeño municipal",47.8,"2020","DNP - SPT","Puntos"
"68","Santander","68820","Tona","Medición de desempeño municipal",38.69,"2020","DNP - SPT","Puntos"
"68","Santander","68855","Valle de San José","Medición de desempeño municipal",57.92,"2020","DNP - SPT","Puntos"
"68","Santander","68861","Vélez","Medición de desempeño municipal",58.53,"2020","DNP - SPT","Puntos"
"68","Santander","68867","Vetas","Medición de desempeño municipal",50.34,"2020","DNP - SPT","Puntos"
"68","Santander","68872","Villanueva","Medición de desempeño municipal",55.81,"2020","DNP - SPT","Puntos"
"68","Santander","68895","Zapatoca","Medición de desempeño municipal",35.46,"2020","DNP - SPT","Puntos"
"68","Santander","68001","Bucaramanga","Medición de desempeño municipal",76.47,"2020","DNP - SPT","Puntos"
"68","Santander","68013","Aguada","Medición de desempeño municipal",27.04,"2020","DNP - SPT","Puntos"
"68","Santander","68020","Albania","Medición de desempeño municipal",56.65,"2020","DNP - SPT","Puntos"
"68","Santander","68051","Aratoca","Medición de desempeño municipal",46.59,"2020","DNP - SPT","Puntos"
"68","Santander","68077","Barbosa","Medición de desempeño municipal",52.58,"2020","DNP - SPT","Puntos"
"68","Santander","68079","Barichara","Medición de desempeño municipal",63.5,"2020","DNP - SPT","Puntos"
"68","Santander","68081","Barrancabermeja","Medición de desempeño municipal",49.22,"2020","DNP - SPT","Puntos"
"68","Santander","68092","Betulia","Medición de desempeño municipal",62.73,"2020","DNP - SPT","Puntos"
"68","Santander","68101","Bolívar","Medición de desempeño municipal",44.2,"2020","DNP - SPT","Puntos"
"68","Santander","68121","Cabrera","Medición de desempeño municipal",40.81,"2020","DNP - SPT","Puntos"
"68","Santander","68132","California","Medición de desempeño municipal",44.75,"2020","DNP - SPT","Puntos"
"68","Santander","68147","Capitanejo","Medición de desempeño municipal",50.16,"2020","DNP - SPT","Puntos"
"68","Santander","68152","Carcasí","Medición de desempeño municipal",51.43,"2020","DNP - SPT","Puntos"
"68","Santander","68160","Cepitá","Medición de desempeño municipal",20.24,"2020","DNP - SPT","Puntos"
"68","Santander","68162","Cerrito","Medición de desempeño municipal",43.91,"2020","DNP - SPT","Puntos"
"68","Santander","68167","Charalá","Medición de desempeño municipal",38.04,"2020","DNP - SPT","Puntos"
"68","Santander","68169","Charta","Medición de desempeño municipal",40.87,"2020","DNP - SPT","Puntos"
"68","Santander","68176","Chima","Medición de desempeño municipal",50.98,"2020","DNP - SPT","Puntos"
"68","Santander","68179","Chipatá","Medición de desempeño municipal",60.65,"2020","DNP - SPT","Puntos"
"68","Santander","68190","Cimitarra","Medición de desempeño municipal",60.75,"2020","DNP - SPT","Puntos"
"68","Santander","68207","Concepción","Medición de desempeño municipal",53.28,"2020","DNP - SPT","Puntos"
"68","Santander","68209","Confines","Medición de desempeño municipal",53.21,"2020","DNP - SPT","Puntos"
"68","Santander","68211","Contratación","Medición de desempeño municipal",29.3,"2020","DNP - SPT","Puntos"
"68","Santander","68217","Coromoro","Medición de desempeño municipal",53.3,"2020","DNP - SPT","Puntos"
"68","Santander","68229","Curití","Medición de desempeño municipal",56.58,"2020","DNP - SPT","Puntos"
"68","Santander","68235","El Carmen de Chucurí","Medición de desempeño municipal",24.19,"2020","DNP - SPT","Puntos"
"68","Santander","68245","El Guacamayo","Medición de desempeño municipal",29.12,"2020","DNP - SPT","Puntos"
"68","Santander","68250","El Peñón","Medición de desempeño municipal",42.48,"2020","DNP - SPT","Puntos"
"68","Santander","68255","El Playón","Medición de desempeño municipal",24.55,"2020","DNP - SPT","Puntos"
"68","Santander","68264","Encino","Medición de desempeño municipal",45.1,"2020","DNP - SPT","Puntos"
"68","Santander","68266","Enciso","Medición de desempeño municipal",47.03,"2020","DNP - SPT","Puntos"
"68","Santander","68271","Florián","Medición de desempeño municipal",49.97,"2020","DNP - SPT","Puntos"
"68","Santander","68276","Floridablanca","Medición de desempeño municipal",79.75,"2020","DNP - SPT","Puntos"
"68","Santander","68296","Galán","Medición de desempeño municipal",60.94,"2020","DNP - SPT","Puntos"
"68","Santander","68298","Gámbita","Medición de desempeño municipal",53.47,"2020","DNP - SPT","Puntos"
"68","Santander","68307","Girón","Medición de desempeño municipal",70.41,"2020","DNP - SPT","Puntos"
"68","Santander","68318","Guaca","Medición de desempeño municipal",39.95,"2020","DNP - SPT","Puntos"
"68","Santander","68320","Guadalupe","Medición de desempeño municipal",59.52,"2020","DNP - SPT","Puntos"
"81","Arauca","81794","Tame","Medición de desempeño municipal",55.53,"2020","DNP - SPT","Puntos"
"81","Arauca","81001","Arauca","Medición de desempeño municipal",58.3,"2020","DNP - SPT","Puntos"
"81","Arauca","81065","Arauquita","Medición de desempeño municipal",59.12,"2020","DNP - SPT","Puntos"
"81","Arauca","81220","Cravo Norte","Medición de desempeño municipal",45.49,"2020","DNP - SPT","Puntos"
"81","Arauca","81300","Fortul","Medición de desempeño municipal",50.4,"2020","DNP - SPT","Puntos"
"81","Arauca","81591","Puerto Rondón","Medición de desempeño municipal",44.48,"2020","DNP - SPT","Puntos"
"81","Arauca","81736","Saravena","Medición de desempeño municipal",52.18,"2020","DNP - SPT","Puntos"
"76","Valle del Cauca","76001","Cali","Medición de desempeño municipal",86.45,"2020","DNP - SPT","Puntos"
"76","Valle del Cauca","76020","Alcalá","Medición de desempeño municipal",61.59,"2020","DNP - SPT","Puntos"
"76","Valle del Cauca","76036","Andalucía","Medición de desempeño municipal",60.45,"2020","DNP - SPT","Puntos"
"76","Valle del Cauca","76041","Ansermanuevo","Medición de desempeño municipal",57.86,"2020","DNP - SPT","Puntos"
"76","Valle del Cauca","76054","Argelia","Medición de desempeño municipal",55.6,"2020","DNP - SPT","Puntos"
"76","Valle del Cauca","76100","Bolívar","Medición de desempeño municipal",54.18,"2020","DNP - SPT","Puntos"
"76","Valle del Cauca","76109","Buenaventura","Medición de desempeño municipal",53.74,"2020","DNP - SPT","Puntos"
"76","Valle del Cauca","76111","Guadalajara de Buga","Medición de desempeño municipal",58.25,"2020","DNP - SPT","Puntos"
"76","Valle del Cauca","76113","Bugalagrande","Medición de desempeño municipal",71.03,"2020","DNP - SPT","Puntos"
"76","Valle del Cauca","76122","Caicedonia","Medición de desempeño municipal",52.49,"2020","DNP - SPT","Puntos"
"76","Valle del Cauca","76126","Calima","Medición de desempeño municipal",60.93,"2020","DNP - SPT","Puntos"
"76","Valle del Cauca","76130","Candelaria","Medición de desempeño municipal",66.6,"2020","DNP - SPT","Puntos"
"76","Valle del Cauca","76147","Cartago","Medición de desempeño municipal",65.47,"2020","DNP - SPT","Puntos"
"76","Valle del Cauca","76233","Dagua","Medición de desempeño municipal",57.4,"2020","DNP - SPT","Puntos"
"76","Valle del Cauca","76243","El Águila","Medición de desempeño municipal",53.91,"2020","DNP - SPT","Puntos"
"76","Valle del Cauca","76246","El Cairo","Medición de desempeño municipal",53.75,"2020","DNP - SPT","Puntos"
"76","Valle del Cauca","76248","El Cerrito","Medición de desempeño municipal",60.36,"2020","DNP - SPT","Puntos"
"76","Valle del Cauca","76250","El Dovio","Medición de desempeño municipal",61.85,"2020","DNP - SPT","Puntos"
"76","Valle del Cauca","76275","Florida","Medición de desempeño municipal",52.19,"2020","DNP - SPT","Puntos"
"76","Valle del Cauca","76306","Ginebra","Medición de desempeño municipal",48.93,"2020","DNP - SPT","Puntos"
"76","Valle del Cauca","76318","Guacarí","Medición de desempeño municipal",58.57,"2020","DNP - SPT","Puntos"
"76","Valle del Cauca","76364","Jamundí","Medición de desempeño municipal",68.8,"2020","DNP - SPT","Puntos"
"76","Valle del Cauca","76377","La Cumbre","Medición de desempeño municipal",49.6,"2020","DNP - SPT","Puntos"
"76","Valle del Cauca","76400","La Unión","Medición de desempeño municipal",62.82,"2020","DNP - SPT","Puntos"
"76","Valle del Cauca","76403","La Victoria","Medición de desempeño municipal",61.61,"2020","DNP - SPT","Puntos"
"76","Valle del Cauca","76497","Obando","Medición de desempeño municipal",65.33,"2020","DNP - SPT","Puntos"
"76","Valle del Cauca","76520","Palmira","Medición de desempeño municipal",64.79,"2020","DNP - SPT","Puntos"
"76","Valle del Cauca","76563","Pradera","Medición de desempeño municipal",54.38,"2020","DNP - SPT","Puntos"
"76","Valle del Cauca","76606","Restrepo","Medición de desempeño municipal",62.73,"2020","DNP - SPT","Puntos"
"76","Valle del Cauca","76616","Riofrío","Medición de desempeño municipal",69.79,"2020","DNP - SPT","Puntos"
"76","Valle del Cauca","76622","Roldanillo","Medición de desempeño municipal",65.23,"2020","DNP - SPT","Puntos"
"76","Valle del Cauca","76670","San Pedro","Medición de desempeño municipal",54.04,"2020","DNP - SPT","Puntos"
"76","Valle del Cauca","76736","Sevilla","Medición de desempeño municipal",52.12,"2020","DNP - SPT","Puntos"
"76","Valle del Cauca","76823","Toro","Medición de desempeño municipal",58.85,"2020","DNP - SPT","Puntos"
"76","Valle del Cauca","76828","Trujillo","Medición de desempeño municipal",58.63,"2020","DNP - SPT","Puntos"
"76","Valle del Cauca","76834","Tuluá","Medición de desempeño municipal",59.45,"2020","DNP - SPT","Puntos"
"76","Valle del Cauca","76845","Ulloa","Medición de desempeño municipal",61.33,"2020","DNP - SPT","Puntos"
"76","Valle del Cauca","76863","Versalles","Medición de desempeño municipal",63.56,"2020","DNP - SPT","Puntos"
"76","Valle del Cauca","76869","Vijes","Medición de desempeño municipal",65.57,"2020","DNP - SPT","Puntos"
"76","Valle del Cauca","76890","Yotoco","Medición de desempeño municipal",62.98,"2020","DNP - SPT","Puntos"
"76","Valle del Cauca","76892","Yumbo","Medición de desempeño municipal",78.35,"2020","DNP - SPT","Puntos"
"76","Valle del Cauca","76895","Zarzal","Medición de desempeño municipal",67.26,"2020","DNP - SPT","Puntos"
"88","San Andrés y Providencia","88564","Providencia","Medición de desempeño municipal",43.92,"2020","DNP - SPT","Puntos"
"91","Amazonas","91001","Leticia","Medición de desempeño municipal",35.56,"2020","DNP - SPT","Puntos"
"91","Amazonas","91540","Puerto Nariño","Medición de desempeño municipal",20.45,"2020","DNP - SPT","Puntos"
"94","Guainía","94001","Inírida","Medición de desempeño municipal",34.4,"2020","DNP - SPT","Puntos"
"94","Guainía","94343","Barrancominas","Medición de desempeño municipal",NA,"2020","DNP - SPT","Puntos"
"86","Putumayo","86571","Puerto Guzmán","Medición de desempeño municipal",55.45,"2020","DNP - SPT","Puntos"
"86","Putumayo","86573","Puerto Leguízamo","Medición de desempeño municipal",24.74,"2020","DNP - SPT","Puntos"
"86","Putumayo","86749","Sibundoy","Medición de desempeño municipal",43.96,"2020","DNP - SPT","Puntos"
"86","Putumayo","86755","San Francisco","Medición de desempeño municipal",52.17,"2020","DNP - SPT","Puntos"
"86","Putumayo","86757","San Miguel","Medición de desempeño municipal",51.38,"2020","DNP - SPT","Puntos"
"86","Putumayo","86760","Santiago","Medición de desempeño municipal",46.52,"2020","DNP - SPT","Puntos"
"86","Putumayo","86885","Villagarzón","Medición de desempeño municipal",44.23,"2020","DNP - SPT","Puntos"
"86","Putumayo","86865","Valle del Guamuez","Medición de desempeño municipal",30.72,"2020","DNP - SPT","Puntos"
"86","Putumayo","86001","Mocoa","Medición de desempeño municipal",46.35,"2020","DNP - SPT","Puntos"
"86","Putumayo","86219","Colón","Medición de desempeño municipal",55.82,"2020","DNP - SPT","Puntos"
"86","Putumayo","86320","Orito","Medición de desempeño municipal",59.15,"2020","DNP - SPT","Puntos"
"86","Putumayo","86568","Puerto Asís","Medición de desempeño municipal",50.92,"2020","DNP - SPT","Puntos"
"86","Putumayo","86569","Puerto Caicedo","Medición de desempeño municipal",42.68,"2020","DNP - SPT","Puntos"
"85","Casanare","85001","Yopal","Medición de desempeño municipal",67.06,"2020","DNP - SPT","Puntos"
"85","Casanare","85010","Aguazul","Medición de desempeño municipal",63.56,"2020","DNP - SPT","Puntos"
"85","Casanare","85015","Chámeza","Medición de desempeño municipal",51.87,"2020","DNP - SPT","Puntos"
"85","Casanare","85125","Hato Corozal","Medición de desempeño municipal",40.38,"2020","DNP - SPT","Puntos"
"85","Casanare","85136","La Salina","Medición de desempeño municipal",58.63,"2020","DNP - SPT","Puntos"
"85","Casanare","85139","Maní","Medición de desempeño municipal",62.23,"2020","DNP - SPT","Puntos"
"85","Casanare","85162","Monterrey","Medición de desempeño municipal",60.16,"2020","DNP - SPT","Puntos"
"85","Casanare","85225","Nunchía","Medición de desempeño municipal",56.7,"2020","DNP - SPT","Puntos"
"85","Casanare","85230","Orocué","Medición de desempeño municipal",60.73,"2020","DNP - SPT","Puntos"
"85","Casanare","85250","Paz de Ariporo","Medición de desempeño municipal",57.52,"2020","DNP - SPT","Puntos"
"85","Casanare","85263","Pore","Medición de desempeño municipal",55.73,"2020","DNP - SPT","Puntos"
"85","Casanare","85279","Recetor","Medición de desempeño municipal",45.92,"2020","DNP - SPT","Puntos"
"85","Casanare","85300","Sabanalarga","Medición de desempeño municipal",57.42,"2020","DNP - SPT","Puntos"
"85","Casanare","85315","Sácama","Medición de desempeño municipal",34.7,"2020","DNP - SPT","Puntos"
"85","Casanare","85325","San Luis de Palenque","Medición de desempeño municipal",59.31,"2020","DNP - SPT","Puntos"
"85","Casanare","85400","Támara","Medición de desempeño municipal",44.46,"2020","DNP - SPT","Puntos"
"85","Casanare","85410","Tauramena","Medición de desempeño municipal",65.72,"2020","DNP - SPT","Puntos"
"85","Casanare","85440","Villanueva","Medición de desempeño municipal",41.91,"2020","DNP - SPT","Puntos"
"85","Casanare","85430","Trinidad","Medición de desempeño municipal",53.39,"2020","DNP - SPT","Puntos"
"95","Guaviare","95001","San José del Guaviare","Medición de desempeño municipal",55.24,"2020","DNP - SPT","Puntos"
"95","Guaviare","95015","Calamar","Medición de desempeño municipal",55.52,"2020","DNP - SPT","Puntos"
"95","Guaviare","95200","Miraflores","Medición de desempeño municipal",20.97,"2020","DNP - SPT","Puntos"
"95","Guaviare","95025","El Retorno","Medición de desempeño municipal",45.17,"2020","DNP - SPT","Puntos"
"99","Vichada","99624","Santa Rosalía","Medición de desempeño municipal",27.52,"2020","DNP - SPT","Puntos"
"99","Vichada","99001","Puerto Carreño","Medición de desempeño municipal",59.49,"2020","DNP - SPT","Puntos"
"99","Vichada","99524","La Primavera","Medición de desempeño municipal",29.22,"2020","DNP - SPT","Puntos"
"99","Vichada","99773","Cumaribo","Medición de desempeño municipal",20.26,"2020","DNP - SPT","Puntos"
"97","Vaupés","97666","Taraira","Medición de desempeño municipal",29.89,"2020","DNP - SPT","Puntos"
"97","Vaupés","97001","Mitú","Medición de desempeño municipal",49.85,"2020","DNP - SPT","Puntos"
"97","Vaupés","97161","Carurú","Medición de desempeño municipal",39.81,"2020","DNP - SPT","Puntos"
"97","Vaupés","97161","Carurú","Medición de desempeño municipal",43.85,"2021","DNP - SPT","Puntos"
"97","Vaupés","97001","Mitú","Medición de desempeño municipal",43.63,"2021","DNP - SPT","Puntos"
