"COD_DPTO","DPTO","MPIO","COD_MUNI","CULTIVO","PERIODO","AREA_SEMBRADA_HA","AREA_COSECHADA_HA","PRODUCCION","RDTOS"
17,"CALDAS","CHINCHINA",17174,"CACAO",2015,8,8,5,0.6
17,"CALDAS","MARMATO",17442,"CACAO",2015,2,2,1,0.5
18,"CAQUETA","SOLANO",18756,"CACAO",2015,616,60,60,1
18,"CAQUETA","CARTAGENA DEL CHAIRA",18150,"CACAO",2015,529,250,125,0.5
18,"CAQUETA","EL DONCELLO",18247,"CACAO",2015,410,360,180,0.5
18,"CAQUETA","FLORENCIA",18001,"CACAO",2015,401,88,53,0.6
18,"CAQUETA","SAN VICENTE DEL CAGUAN",18753,"CACAO",2015,320,170,102,0.6
18,"CAQUETA","EL PAUJIL",18256,"CACAO",2015,310,70,35,0.5
18,"CAQUETA","VALPARAISO",18860,"CACAO",2015,290,30,18,0.6
18,"CAQUETA","BELEN DE LOS ANDAQUIES",18094,"CACAO",2015,249,30,18,0.6
18,"CAQUETA","SOLITA",18785,"CACAO",2015,244,69,35,0.5
18,"CAQUETA","PUERTO RICO",18592,"CACAO",2015,233,107,54,0.5
18,"CAQUETA","CURILLO",18205,"CACAO",2015,153,10,2,0.2
18,"CAQUETA","MONTAÑITA",18410,"CACAO",2015,146,60,30,0.5
18,"CAQUETA","MILAN",18460,"CACAO",2015,125,115,58,0.5
18,"CAQUETA","SAN JOSE DEL FRAGUA",18610,"CACAO",2015,102,100,60,0.6
18,"CAQUETA","ALBANIA",18029,"CACAO",2015,28,6,4,0.6
18,"CAQUETA","MORELIA",18479,"CACAO",2015,22,4,2,0.6
85,"CASANARE","TAMARA",85400,"CACAO",2015,250,0,0,NA
85,"CASANARE","TAURAMENA",85410,"CACAO",2015,181,94,56,0.6
85,"CASANARE","YOPAL",85001,"CACAO",2015,140,122,73,0.6
85,"CASANARE","AGUAZUL",85010,"CACAO",2015,100,42,21,0.5
85,"CASANARE","VILLANUEVA",85440,"CACAO",2015,90,80,40,0.5
85,"CASANARE","SABANALARGA",85300,"CACAO",2015,81,20,10,0.5
85,"CASANARE","NUNCHIA",85225,"CACAO",2015,70,33,20,0.6
85,"CASANARE","PORE",85263,"CACAO",2015,61,17,7,0.4
85,"CASANARE","MANI",85139,"CACAO",2015,58,30,21,0.7
85,"CASANARE","SAN LUIS DE PALENQUE",85325,"CACAO",2015,57,5,3,0.5
85,"CASANARE","HATO COROZAL",85125,"CACAO",2015,56,27,22,0.8
85,"CASANARE","PAZ DE ARIPORO",85250,"CACAO",2015,37,19,11,0.6
85,"CASANARE","RECETOR",85279,"CACAO",2015,32,32,16,0.5
85,"CASANARE","TRINIDAD",85430,"CACAO",2015,30,10,5,0.5
85,"CASANARE","CHAMEZA",85015,"CACAO",2015,27,13,8,0.6
85,"CASANARE","MONTERREY",85162,"CACAO",2015,18,9,4,0.4
85,"CASANARE","OROCUE",85230,"CACAO",2015,9,9,7,0.8
85,"CASANARE","SACAMA",85315,"CACAO",2015,6,3,2,0.6
19,"CAUCA","EL TAMBO",19256,"CACAO",2015,527,495,248,0.5
19,"CAUCA","MERCADERES",19450,"CACAO",2015,284,222,111,0.5
19,"CAUCA","LOPEZ DE MICAY",19418,"CACAO",2015,140,140,68,0.5
19,"CAUCA","ARGELIA",19050,"CACAO",2015,129,129,65,0.5
19,"CAUCA","MIRANDA",19455,"CACAO",2015,111,106,53,0.5
19,"CAUCA","SUAREZ",19780,"CACAO",2015,100,0,0,NA
19,"CAUCA","BOLIVAR",19100,"CACAO",2015,90,20,12,0.6
19,"CAUCA","CALOTO",19142,"CACAO",2015,86,63,38,0.6
19,"CAUCA","VILLA RICA",19845,"CACAO",2015,65,54,32,0.6
19,"CAUCA","GUACHENE",19300,"CACAO",2015,52,47,14,0.3
19,"CAUCA","SUCRE",19785,"CACAO",2015,46,32,19,0.6
19,"CAUCA","PUERTO TEJADA",19573,"CACAO",2015,46,43,21,0.5
19,"CAUCA","BALBOA",19075,"CACAO",2015,35,35,18,0.5
19,"CAUCA","PATIA",19532,"CACAO",2015,34,29,15,0.5
19,"CAUCA","SANTA ROSA",19701,"CACAO",2015,21,21,16,0.8
19,"CAUCA","PADILLA",19513,"CACAO",2015,15,13,9,0.7
19,"CAUCA","FLORENCIA",19290,"CACAO",2015,12,2,1,0.7
20,"CESAR","SAN ALBERTO",20710,"CACAO",2015,938,840,336,0.4
20,"CESAR","PUEBLO BELLO",20570,"CACAO",2015,930,870,435,0.5
20,"CESAR","VALLEDUPAR",20001,"CACAO",2015,850,800,480,0.6
20,"CESAR","LA JAGUA DE IBIRICO",20400,"CACAO",2015,801,754,302,0.4
20,"CESAR","AGUSTIN CODAZZI",20013,"CACAO",2015,731,731,146,0.2
20,"CESAR","LA PAZ",20621,"CACAO",2015,730,730,365,0.5
20,"CESAR","CURUMANI",20228,"CACAO",2015,250,250,100,0.4
20,"CESAR","MANAURE",20443,"CACAO",2015,237,237,119,0.5
20,"CESAR","EL COPEY",20238,"CACAO",2015,230,230,92,0.4
20,"CESAR","SAN DIEGO",20750,"CACAO",2015,100,100,40,0.4
20,"CESAR","BECERRIL",20045,"CACAO",2015,97,91,46,0.5
20,"CESAR","PAILITAS",20517,"CACAO",2015,94,94,38,0.4
20,"CESAR","SAN MARTIN",20770,"CACAO",2015,90,90,36,0.4
20,"CESAR","RIO DE ORO",20614,"CACAO",2015,86,50,25,0.5
20,"CESAR","AGUACHICA",20011,"CACAO",2015,86,68,27,0.4
20,"CESAR","CHIRIGUANA",20178,"CACAO",2015,80,75,30,0.4
20,"CESAR","CHIMICHAGUA",20175,"CACAO",2015,18,18,7,0.4
20,"CESAR","LA GLORIA",20383,"CACAO",2015,18,18,7,0.4
20,"CESAR","PELAYA",20550,"CACAO",2015,4,4,2,0.5
27,"CHOCO","MEDIO BAUDO",27430,"CACAO",2015,660,580,174,0.3
27,"CHOCO","RIOSUCIO",27615,"CACAO",2015,625,595,238,0.4
27,"CHOCO","SAN JOSE DEL PALMAR",27660,"CACAO",2015,556,531,212,0.4
27,"CHOCO","BOJAYA",27099,"CACAO",2015,534,364,182,0.5
27,"CHOCO","QUIBDO",27001,"CACAO",2015,525,325,130,0.4
27,"CHOCO","CARMEN DEL DARIEN",27150,"CACAO",2015,420,240,96,0.4
27,"CHOCO","UNGUIA",27800,"CACAO",2015,411,341,136,0.4
27,"CHOCO","ACANDI",27006,"CACAO",2015,392,374,108,0.3
27,"CHOCO","TADO",27787,"CACAO",2015,340,200,60,0.3
27,"CHOCO","BAJO BAUDO",27077,"CACAO",2015,184,158,47,0.3
27,"CHOCO","MEDIO SAN JUAN",27450,"CACAO",2015,140,20,6,0.3
27,"CHOCO","ALTO BAUDO",27025,"CACAO",2015,137,82,25,0.3
27,"CHOCO","ISTMINA",27361,"CACAO",2015,89,20,6,0.3
27,"CHOCO","RIO QUITO",27600,"CACAO",2015,86,51,15,0.3
27,"CHOCO","CONDOTO",27205,"CACAO",2015,50,32,10,0.3
27,"CHOCO","NOVITA",27491,"CACAO",2015,50,38,11,0.3
27,"CHOCO","NUQUI",27495,"CACAO",2015,26,14,4,0.3
27,"CHOCO","ATRATO",27050,"CACAO",2015,23,7,2,0.3
27,"CHOCO","EL CANTON DEL SAN PABLO",27135,"CACAO",2015,23,23,7,0.3
27,"CHOCO","RIO IRO",27580,"CACAO",2015,11,8,2,0.3
27,"CHOCO","BAHIA SOLANO",27075,"CACAO",2015,8,6,2,0.3
27,"CHOCO","BAGADO",27073,"CACAO",2015,8,7,2,0.3
27,"CHOCO","CARMEN DEL ATRATO",27245,"CACAO",2015,5,2,1,0.3
23,"CORDOBA","TIERRALTA",23807,"CACAO",2015,1195,570,285,0.5
23,"CORDOBA","VALENCIA",23855,"CACAO",2015,700,557,501,0.9
23,"CORDOBA","PUERTO LIBERTADOR",23580,"CACAO",2015,345,195,98,0.5
23,"CORDOBA","MONTELIBANO",23466,"CACAO",2015,240,180,72,0.4
23,"CORDOBA","LOS CORDOBAS",23419,"CACAO",2015,202,202,202,1
23,"CORDOBA","SAN JOSE DE URE",23682,"CACAO",2015,75,75,45,0.6
23,"CORDOBA","CANALETE",23090,"CACAO",2015,25,25,13,0.5
23,"CORDOBA","CIENAGA DE ORO",23189,"CACAO",2015,17,16,11,0.7
23,"CORDOBA","MONTERIA",23001,"CACAO",2015,13,13,8,0.7
25,"CUNDINAMARCA","YACOPI",25885,"CACAO",2015,2371,2201,880,0.4
25,"CUNDINAMARCA","PAIME",25518,"CACAO",2015,381,369,221,0.6
25,"CUNDINAMARCA","CAPARRAPI",25148,"CACAO",2015,302,260,208,0.8
25,"CUNDINAMARCA","NILO",25488,"CACAO",2015,299,284,142,0.5
25,"CUNDINAMARCA","VIOTA",25878,"CACAO",2015,286,267,187,0.7
25,"CUNDINAMARCA","JERUSALEN",25368,"CACAO",2015,271,271,136,0.5
25,"CUNDINAMARCA","TOPAIPI",25823,"CACAO",2015,165,95,38,0.4
25,"CUNDINAMARCA","EL PEÑON",25258,"CACAO",2015,151,148,77,0.5
25,"CUNDINAMARCA","VERGARA",25862,"CACAO",2015,146,64,38,0.6
25,"CUNDINAMARCA","UBALA",25839,"CACAO",2015,120,75,38,0.5
25,"CUNDINAMARCA","MEDINA",25438,"CACAO",2015,111,51,51,1
25,"CUNDINAMARCA","LA PALMA",25394,"CACAO",2015,84,67,67,1
25,"CUNDINAMARCA","NOCAIMA",25491,"CACAO",2015,74,40,28,0.7
25,"CUNDINAMARCA","PULI",25580,"CACAO",2015,68,67,54,0.8
25,"CUNDINAMARCA","PARATEBUENO",25530,"CACAO",2015,68,48,24,0.5
25,"CUNDINAMARCA","SASAIMA",25718,"CACAO",2015,58,37,19,0.5
25,"CUNDINAMARCA","ANAPOIMA",25035,"CACAO",2015,53,47,47,1
25,"CUNDINAMARCA","GUADUAS",25320,"CACAO",2015,50,20,24,1.2
25,"CUNDINAMARCA","SAN JUAN DE RIOSECO",25662,"CACAO",2015,46,21,11,0.5
25,"CUNDINAMARCA","TOCAIMA",25815,"CACAO",2015,39,14,11,0.8
25,"CUNDINAMARCA","CHAGUANI",25168,"CACAO",2015,36,3,2,0.7
25,"CUNDINAMARCA","EL COLEGIO",25245,"CACAO",2015,31,12,6,0.5
25,"CUNDINAMARCA","LA VEGA",25402,"CACAO",2015,30,30,12,0.4
25,"CUNDINAMARCA","NIMAIMA",25489,"CACAO",2015,21,21,8,0.4
25,"CUNDINAMARCA","ARBELAEZ",25053,"CACAO",2015,11,9,9,1
25,"CUNDINAMARCA","QUEBRADANEGRA",25592,"CACAO",2015,5,1,0,0.5
25,"CUNDINAMARCA","VILLETA",25875,"CACAO",2015,4,0,0,NA
25,"CUNDINAMARCA","AGUA DE DIOS",25001,"CACAO",2015,3,3,3,1
94,"GUAINIA","INIRIDA",94001,"CACAO",2015,93,70,21,0.3
95,"GUAVIARE","SAN JOSE DEL GUAVIARE",95001,"CACAO",2015,448,269,135,0.5
95,"GUAVIARE","EL RETORNO",95025,"CACAO",2015,386,231,116,0.5
95,"GUAVIARE","CALAMAR",95015,"CACAO",2015,166,70,35,0.5
95,"GUAVIARE","MIRAFLORES",95200,"CACAO",2015,98,59,30,0.5
41,"HUILA","RIVERA",41615,"CACAO",2015,907,869,512,0.6
41,"HUILA","TELLO",41799,"CACAO",2015,536,480,255,0.5
41,"HUILA","CAMPOALEGRE",41132,"CACAO",2015,480,374,265,0.7
41,"HUILA","NEIVA",41001,"CACAO",2015,478,428,243,0.6
41,"HUILA","GIGANTE",41306,"CACAO",2015,431,303,214,0.7
41,"HUILA","ALGECIRAS",41020,"CACAO",2015,397,376,280,0.7
41,"HUILA","LA PLATA",41396,"CACAO",2015,361,286,189,0.7
41,"HUILA","TESALIA",41797,"CACAO",2015,342,267,179,0.7
41,"HUILA","BARAYA",41078,"CACAO",2015,335,301,169,0.6
41,"HUILA","COLOMBIA",41206,"CACAO",2015,295,278,138,0.5
41,"HUILA","TARQUI",41791,"CACAO",2015,288,218,148,0.7
41,"HUILA","PAICOL",41518,"CACAO",2015,262,214,137,0.6
41,"HUILA","PALERMO",41524,"CACAO",2015,248,202,133,0.7
41,"HUILA","AGRADO",41013,"CACAO",2015,207,127,101,0.8
41,"HUILA","IQUIRA",41357,"CACAO",2015,197,187,98,0.5
41,"HUILA","TERUEL",41801,"CACAO",2015,161,151,77,0.5
41,"HUILA","PITAL",41548,"CACAO",2015,147,126,76,0.6
41,"HUILA","ELIAS",41244,"CACAO",2015,133,99,63,0.6
41,"HUILA","SANTA MARIA",41676,"CACAO",2015,130,111,64,0.6
41,"HUILA","NATAGA",41483,"CACAO",2015,113,91,57,0.6
41,"HUILA","GUADALUPE",41319,"CACAO",2015,98,84,46,0.6
41,"HUILA","GARZON",41298,"CACAO",2015,98,37,50,1.3
41,"HUILA","HOBO",41349,"CACAO",2015,91,85,49,0.6
41,"HUILA","SUAZA",41770,"CACAO",2015,90,77,46,0.6
41,"HUILA","SALADOBLANCO",41660,"CACAO",2015,75,66,35,0.5
41,"HUILA","OPORAPA",41503,"CACAO",2015,66,44,31,0.7
41,"HUILA","YAGUARA",41885,"CACAO",2015,60,50,29,0.6
41,"HUILA","PITALITO",41551,"CACAO",2015,60,59,29,0.5
41,"HUILA","AIPE",41016,"CACAO",2015,45,42,23,0.6
41,"HUILA","ISNOS",41359,"CACAO",2015,31,31,14,0.5
41,"HUILA","VILLAVIEJA",41872,"CACAO",2015,27,21,12,0.6
41,"HUILA","TIMANA",41807,"CACAO",2015,25,23,12,0.5
41,"HUILA","ACEVEDO",41006,"CACAO",2015,12,12,6,0.5
41,"HUILA","ALTAMIRA",41026,"CACAO",2015,8,8,4,0.5
41,"HUILA","PALESTINA",41530,"CACAO",2015,6,6,3,0.5
41,"HUILA","SAN AGUSTIN",41668,"CACAO",2015,3,3,1,0.5
44,"LA GUAJIRA","DIBULLA",44090,"CACAO",2015,313,313,188,0.6
44,"LA GUAJIRA","URUMITA",44855,"CACAO",2015,196,190,114,0.6
44,"LA GUAJIRA","LA JAGUA DEL PILAR",44420,"CACAO",2015,41,41,21,0.5
44,"LA GUAJIRA","EL MOLINO",44110,"CACAO",2015,35,35,21,0.6
44,"LA GUAJIRA","VILLANUEVA",44874,"CACAO",2015,15,12,6,0.5
44,"LA GUAJIRA","BARRANCAS",44078,"CACAO",2015,6,6,3,0.5
44,"LA GUAJIRA","FONSECA",44279,"CACAO",2015,4,4,2,0.6
44,"LA GUAJIRA","DISTRACCION",44098,"CACAO",2015,2,2,1,0.6
47,"MAGDALENA","SANTA MARTA",47001,"CACAO",2015,1340,970,388,0.4
47,"MAGDALENA","ARACATACA",47053,"CACAO",2015,333,305,122,0.4
47,"MAGDALENA","CIENAGA",47189,"CACAO",2015,330,200,60,0.3
47,"MAGDALENA","FUNDACION",47288,"CACAO",2015,244,177,71,0.4
47,"MAGDALENA","ZONA BANANERA",47980,"CACAO",2015,54,54,22,0.4
47,"MAGDALENA","EL RETEN",47268,"CACAO",2015,17,17,7,0.4
50,"META","VISTA HERMOSA",50711,"CACAO",2015,1250,1004,602,0.6
50,"META","GRANADA",50313,"CACAO",2015,804,684,410,0.6
50,"META","EL DORADO",50270,"CACAO",2015,525,225,113,0.5
50,"META","PUERTO RICO",50590,"CACAO",2015,520,265,159,0.6
50,"META","EL CASTILLO",50251,"CACAO",2015,485,460,276,0.6
50,"META","PUERTO CONCORDIA",50450,"CACAO",2015,433,253,127,0.5
50,"META","PUERTO LLERAS",50577,"CACAO",2015,421,331,199,0.6
50,"META","ACACIAS",50006,"CACAO",2015,382,250,150,0.6
50,"META","GUAMAL",50318,"CACAO",2015,370,370,222,0.6
50,"META","LEJANIAS",50400,"CACAO",2015,307,272,163,0.6
50,"META","LA URIBE",50370,"CACAO",2015,253,183,110,0.6
50,"META","MESETAS",50330,"CACAO",2015,202,184,110,0.6
50,"META","FUENTE DE ORO",50287,"CACAO",2015,184,144,86,0.6
50,"META","PUERTO GAITAN",50568,"CACAO",2015,155,60,36,0.6
50,"META","SAN JUAN DE ARAMA",50683,"CACAO",2015,155,120,72,0.6
50,"META","SAN LUIS DE CUBARRAL",50223,"CACAO",2015,155,135,81,0.6
50,"META","VILLAVICENCIO",50001,"CACAO",2015,154,104,62,0.6
50,"META","MAPIRIPAN",50325,"CACAO",2015,120,75,45,0.6
50,"META","CASTILLA LA NUEVA",50150,"CACAO",2015,118,70,42,0.6
50,"META","SAN MARTIN",50689,"CACAO",2015,80,70,42,0.6
50,"META","CABUYARO",50124,"CACAO",2015,74,20,12,0.6
50,"META","CUMARAL",50226,"CACAO",2015,56,20,12,0.6
50,"META","LA MACARENA",50350,"CACAO",2015,52,50,30,0.6
50,"META","BARRANCA DE UPIA",50110,"CACAO",2015,39,34,20,0.6
50,"META","RESTREPO",50606,"CACAO",2015,26,17,10,0.6
50,"META","SAN CARLOS DE GUAROA",50680,"CACAO",2015,15,11,7,0.6
50,"META","PUERTO LOPEZ",50573,"CACAO",2015,5,5,3,0.5
52,"NARIÑO","TUMACO",52835,"CACAO",2015,17360,15360,6912,0.5
52,"NARIÑO","EL PEÑOL",52254,"CACAO",2015,2398,2395,1198,0.5
52,"NARIÑO","ROBERTO PAYAN",52621,"CACAO",2015,910,880,264,0.3
52,"NARIÑO","POLICARPA",52540,"CACAO",2015,640,630,252,0.4
52,"NARIÑO","EL CHARCO",52250,"CACAO",2015,592,542,163,0.3
52,"NARIÑO","FRANCISCO PIZARRO",52520,"CACAO",2015,466,386,116,0.3
52,"NARIÑO","EL ROSARIO",52256,"CACAO",2015,461,441,265,0.6
52,"NARIÑO","BARBACOAS",52079,"CACAO",2015,330,230,115,0.5
52,"NARIÑO","OLAYA HERRERA",52490,"CACAO",2015,231,216,86,0.4
52,"NARIÑO","MAGUI PAYAN",52427,"CACAO",2015,204,204,82,0.4
52,"NARIÑO","LOS ANDES",52418,"CACAO",2015,182,82,41,0.5
52,"NARIÑO","LA TOLA",52390,"CACAO",2015,165,72,36,0.5
52,"NARIÑO","CUMBITARA",52233,"CACAO",2015,128,128,64,0.5
52,"NARIÑO","SANTA BARBARA",52696,"CACAO",2015,96,87,26,0.3
52,"NARIÑO","LEIVA",52405,"CACAO",2015,30,30,18,0.6
52,"NARIÑO","MOSQUERA",52473,"CACAO",2015,20,20,6,0.3
52,"NARIÑO","SAN LORENZO",52687,"CACAO",2015,18,12,4,0.3
52,"NARIÑO","SANDONA",52683,"CACAO",2015,13,13,7,0.5
52,"NARIÑO","ARBOLEDA",52051,"CACAO",2015,10,10,3,0.3
52,"NARIÑO","LA UNION",52399,"CACAO",2015,10,10,5,0.5
52,"NARIÑO","LINARES",52411,"CACAO",2015,9,7,3,0.5
52,"NARIÑO","IPIALES",52356,"CACAO",2015,8,7,4,0.5
52,"NARIÑO","RICAURTE",52612,"CACAO",2015,7,7,3,0.4
54,"NORTE DE SANTANDER","TIBU",54810,"CACAO",2015,6065,5955,2382,0.4
54,"NORTE DE SANTANDER","SARDINATA",54720,"CACAO",2015,2806,2785,1114,0.4
54,"NORTE DE SANTANDER","TEORAMA",54800,"CACAO",2015,1201,1201,796,0.7
54,"NORTE DE SANTANDER","EL TARRA",54250,"CACAO",2015,984,984,462,0.5
54,"NORTE DE SANTANDER","CUCUTA",54001,"CACAO",2015,796,789,511,0.6
54,"NORTE DE SANTANDER","EL CARMEN",54245,"CACAO",2015,743,721,451,0.6
54,"NORTE DE SANTANDER","BUCARASICA",54109,"CACAO",2015,447,444,266,0.6
54,"NORTE DE SANTANDER","HACARI",54344,"CACAO",2015,429,339,225,0.7
54,"NORTE DE SANTANDER","CONVENCION",54206,"CACAO",2015,410,230,176,0.8
54,"NORTE DE SANTANDER","EL ZULIA",54261,"CACAO",2015,408,408,204,0.5
54,"NORTE DE SANTANDER","LA ESPERANZA",54385,"CACAO",2015,347,347,241,0.7
54,"NORTE DE SANTANDER","CACHIRA",54128,"CACAO",2015,255,255,204,0.8
54,"NORTE DE SANTANDER","TOLEDO",54820,"CACAO",2015,60,60,42,0.7
54,"NORTE DE SANTANDER","SAN CALIXTO",54670,"CACAO",2015,52,52,52,1
54,"NORTE DE SANTANDER","SAN CAYETANO",54673,"CACAO",2015,50,50,25,0.5
54,"NORTE DE SANTANDER","ABREGO",54003,"CACAO",2015,49,49,49,1
54,"NORTE DE SANTANDER","GRAMALOTE",54313,"CACAO",2015,33,15,6,0.4
54,"NORTE DE SANTANDER","OCAÑA",54498,"CACAO",2015,28,20,10,0.5
54,"NORTE DE SANTANDER","LOURDES",54418,"CACAO",2015,28,28,12,0.4
54,"NORTE DE SANTANDER","SALAZAR",54660,"CACAO",2015,11,11,6,0.5
54,"NORTE DE SANTANDER","ARBOLEDAS",54051,"CACAO",2015,8,8,5,0.6
54,"NORTE DE SANTANDER","DURANIA",54239,"CACAO",2015,8,8,3,0.4
54,"NORTE DE SANTANDER","SANTIAGO",54680,"CACAO",2015,7,7,6,0.8
54,"NORTE DE SANTANDER","CUCUTILLA",54223,"CACAO",2015,5,5,3,0.6
54,"NORTE DE SANTANDER","PUERTO SANTANDER",54553,"CACAO",2015,2,2,1,0.4
86,"PUTUMAYO","VALLE DEL GUAMUEZ",86865,"CACAO",2015,425,420,210,0.5
86,"PUTUMAYO","PUERTO LEGUIZAMO",86573,"CACAO",2015,370,210,42,0.2
86,"PUTUMAYO","SAN MIGUEL",86757,"CACAO",2015,300,180,108,0.6
86,"PUTUMAYO","PUERTO ASIS",86568,"CACAO",2015,175,146,73,0.5
86,"PUTUMAYO","VILLAGARZON",86885,"CACAO",2015,84,34,17,0.5
86,"PUTUMAYO","ORITO",86320,"CACAO",2015,40,36,18,0.5
86,"PUTUMAYO","PUERTO GUZMAN",86571,"CACAO",2015,15,9,5,0.5
86,"PUTUMAYO","PUERTO CAICEDO",86569,"CACAO",2015,13,13,7,0.5
86,"PUTUMAYO","MOCOA",86001,"CACAO",2015,7,5,3,0.5
63,"QUINDIO","LA TEBAIDA",63401,"CACAO",2015,138,64,51,0.8
63,"QUINDIO","CALARCA",63130,"CACAO",2015,10,5,4,0.7
63,"QUINDIO","MONTENEGRO",63470,"CACAO",2015,7,6,3,0.5
63,"QUINDIO","GENOVA",63302,"CACAO",2015,7,7,4,0.5
63,"QUINDIO","BUENAVISTA",63111,"CACAO",2015,6,6,3,0.5
63,"QUINDIO","CORDOBA",63212,"CACAO",2015,5,5,3,0.5
63,"QUINDIO","QUIMBAYA",63594,"CACAO",2015,5,4,2,0.5
63,"QUINDIO","PIJAO",63548,"CACAO",2015,1,1,1,0.8
66,"RISARALDA","PUEBLO RICO",66572,"CACAO",2015,876,676,676,1
66,"RISARALDA","MISTRATO",66456,"CACAO",2015,271,77,23,0.3
66,"RISARALDA","MARSELLA",66440,"CACAO",2015,237,202,121,0.6
66,"RISARALDA","BALBOA",66075,"CACAO",2015,192,122,73,0.6
66,"RISARALDA","QUINCHIA",66594,"CACAO",2015,94,86,69,0.8
66,"RISARALDA","PEREIRA",66001,"CACAO",2015,29,21,13,0.6
66,"RISARALDA","LA VIRGINIA",66400,"CACAO",2015,23,10,6,0.6
66,"RISARALDA","BELEN DE UMBRIA",66088,"CACAO",2015,4,0,0,NA
68,"SANTANDER","SAN VICENTE DE CHUCURI",68689,"CACAO",2015,11870,10512,5256,0.5
68,"SANTANDER","EL CARMEN DE CHUCURI",68235,"CACAO",2015,10887,10800,5400,0.5
68,"SANTANDER","LANDAZURI",68385,"CACAO",2015,6095,5080,2540,0.5
68,"SANTANDER","RIONEGRO",68615,"CACAO",2015,5589,4984,2990,0.6
68,"SANTANDER","CIMITARRA",68190,"CACAO",2015,1597,1507,829,0.6
68,"SANTANDER","LEBRIJA",68406,"CACAO",2015,1280,1000,500,0.5
68,"SANTANDER","EL PLAYON",68255,"CACAO",2015,1235,1165,583,0.5
68,"SANTANDER","SANTA HELENA DEL OPON",68720,"CACAO",2015,1030,780,312,0.4
68,"SANTANDER","SUCRE",68773,"CACAO",2015,1000,645,323,0.5
68,"SANTANDER","LA BELLEZA",68377,"CACAO",2015,984,665,333,0.5
68,"SANTANDER","LA PAZ",68397,"CACAO",2015,596,70,42,0.6
68,"SANTANDER","BETULIA",68092,"CACAO",2015,480,450,360,0.8
68,"SANTANDER","BOLIVAR",68101,"CACAO",2015,428,318,159,0.5
68,"SANTANDER","EL PEÑON",68250,"CACAO",2015,428,428,257,0.6
68,"SANTANDER","EL GUACAMAYO",68245,"CACAO",2015,328,326,196,0.6
68,"SANTANDER","VELEZ",68861,"CACAO",2015,321,291,146,0.5
68,"SANTANDER","BUCARAMANGA",68001,"CACAO",2015,310,300,150,0.5
68,"SANTANDER","GIRON",68307,"CACAO",2015,310,310,155,0.5
68,"SANTANDER","FLORIAN",68271,"CACAO",2015,296,215,129,0.6
68,"SANTANDER","GUAPOTA",68322,"CACAO",2015,277,185,148,0.8
68,"SANTANDER","CHIMA",68176,"CACAO",2015,263,169,135,0.8
68,"SANTANDER","SIMACOTA",68745,"CACAO",2015,255,150,105,0.7
68,"SANTANDER","GUADALUPE",68320,"CACAO",2015,229,144,101,0.7
68,"SANTANDER","BARRANCABERMEJA",68081,"CACAO",2015,206,140,70,0.5
68,"SANTANDER","CHIPATA",68179,"CACAO",2015,202,190,95,0.5
68,"SANTANDER","PIEDECUESTA",68547,"CACAO",2015,178,81,36,0.5
68,"SANTANDER","SOCORRO",68755,"CACAO",2015,170,145,116,0.8
68,"SANTANDER","PUERTO PARRA",68573,"CACAO",2015,160,65,26,0.4
68,"SANTANDER","SABANA DE TORRES",68655,"CACAO",2015,141,96,48,0.5
68,"SANTANDER","HATO",68344,"CACAO",2015,137,112,56,0.5
68,"SANTANDER","PALMAS DEL SOCORRO",68524,"CACAO",2015,105,100,60,0.6
68,"SANTANDER","ZAPATOCA",68895,"CACAO",2015,100,100,50,0.5
68,"SANTANDER","CONTRATACION",68211,"CACAO",2015,72,51,31,0.6
68,"SANTANDER","GALAN",68296,"CACAO",2015,51,23,12,0.5
68,"SANTANDER","OCAMONTE",68498,"CACAO",2015,39,20,10,0.5
68,"SANTANDER","MATANZA",68444,"CACAO",2015,38,32,19,0.6
68,"SANTANDER","VALLE DE SAN JOSE",68855,"CACAO",2015,35,25,10,0.4
68,"SANTANDER","PARAMO",68533,"CACAO",2015,35,25,13,0.5
68,"SANTANDER","FLORIDABLANCA",68276,"CACAO",2015,35,35,25,0.7
68,"SANTANDER","SAN BENITO",68673,"CACAO",2015,22,20,14,0.7
68,"SANTANDER","PALMAR",68522,"CACAO",2015,17,17,7,0.4
68,"SANTANDER","OIBA",68500,"CACAO",2015,17,15,12,0.8
68,"SANTANDER","CHARTA",68169,"CACAO",2015,4,3,2,0.8
70,"SUCRE","OVEJAS",70508,"CACAO",2015,75,50,40,0.8
70,"SUCRE","COLOSO",70204,"CACAO",2015,69,67,40,0.6
70,"SUCRE","GUARANDA",70265,"CACAO",2015,55,28,20,0.7
70,"SUCRE","SAN ONOFRE",70713,"CACAO",2015,52,0,0,NA
70,"SUCRE","SAN MARCOS",70708,"CACAO",2015,30,15,9,0.6
70,"SUCRE","CHALAN",70230,"CACAO",2015,30,22,17,0.8
70,"SUCRE","MORROA",70473,"CACAO",2015,26,0,0,NA
73,"TOLIMA","CHAPARRAL",73168,"CACAO",2015,2230,2180,1090,0.5
73,"TOLIMA","RIOBLANCO",73616,"CACAO",2015,1030,1030,618,0.6
73,"TOLIMA","ATACO",73067,"CACAO",2015,962,932,466,0.5
73,"TOLIMA","CUNDAY",73226,"CACAO",2015,678,352,141,0.4
73,"TOLIMA","PLANADAS",73555,"CACAO",2015,580,570,285,0.5
73,"TOLIMA","MARIQUITA",73443,"CACAO",2015,523,520,312,0.6
73,"TOLIMA","ROVIRA",73624,"CACAO",2015,461,393,197,0.5
